trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
177,False,"{'a': 0.85, 'e': 0.984376353409469}",25,0,-117.4438254852387,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
178,False,"{'a': 0.85, 'e': 0.9841997840095373}",25,0,-27.71887697665744,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
179,False,"{'a': 0.85, 'e': 0.9840222304099036}",35,0,-131.8702145132994,"{0: 24, 1: 1, 2: 7, 3: 2, 4: 1}",0
180,False,"{'a': 0.85, 'e': 0.9838436927881214}",25,0,-175.67171578038938,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
181,False,"{'a': 0.85, 'e': 0.9836641713227284}",25,0,-178.5651322082863,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
182,False,"{'a': 0.85, 'e': 0.9834836661932461}",30,0,-218.71350720500553,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",0
183,False,"{'a': 0.85, 'e': 0.9833021775801796}",30,0,-232.5092467551245,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 5}",0
184,False,"{'a': 0.85, 'e': 0.9831197056650174}",25,0,-106.78247952696489,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
185,False,"{'a': 0.85, 'e': 0.9829362506302315}",20,0,-165.35142809330122,"{0: 7, 1: 3, 2: 8, 3: 0, 4: 2}",0
186,False,"{'a': 0.85, 'e': 0.9827518126592768}",20,8,-48.09604203135081,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
187,False,"{'a': 0.85, 'e': 0.9825663919365915}",20,0,-41.60205424145042,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
188,False,"{'a': 0.85, 'e': 0.9823799886475959}",25,0,-52.86204879178147,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.85, 'e': 0.9821926029786937}",20,0,-158.80354464881881,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
190,False,"{'a': 0.85, 'e': 0.9820042351172703}",25,13,5.233751574428977,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.85, 'e': 0.9818148852516937}",25,11,-13.711271045693447,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
192,False,"{'a': 0.85, 'e': 0.9816245535713135}",25,0,-91.39462640172802,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
193,False,"{'a': 0.85, 'e': 0.9814332402664617}",30,0,-130.42889903673623,"{0: 16, 1: 3, 2: 10, 3: 0, 4: 1}",0
194,False,"{'a': 0.85, 'e': 0.9812409455284513}",30,0,-141.23788464737314,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
195,False,"{'a': 0.85, 'e': 0.9810476695495772}",20,0,-19.704623189726302,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
196,False,"{'a': 0.85, 'e': 0.9808534125231153}",25,3,-24.804007634735065,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
197,False,"{'a': 0.85, 'e': 0.9806581746433227}",25,4,-49.52265092804028,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
198,False,"{'a': 0.85, 'e': 0.9804619561054371}",20,0,-30.74234097847003,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
199,False,"{'a': 0.85, 'e': 0.9802647571056771}",30,0,-161.70340040952976,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
200,False,"{'a': 0.85, 'e': 0.9800665778412416}",20,0,-54.08267213050237,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
201,False,"{'a': 0.85, 'e': 0.97986741851031}",20,0,-161.37295050108975,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
202,False,"{'a': 0.85, 'e': 0.9796672793120416}",20,0,-100.81637554663719,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
203,False,"{'a': 0.85, 'e': 0.9794661604465754}",25,0,-101.21856401842818,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
204,False,"{'a': 0.85, 'e': 0.9792640621150305}",25,0,-145.98139295521898,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
205,False,"{'a': 0.85, 'e': 0.9790609845195051}",20,0,-88.72553856723233,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
206,False,"{'a': 0.85, 'e': 0.9788569278630767}",35,0,-163.54911626343727,"{0: 21, 1: 3, 2: 7, 3: 3, 4: 1}",0
207,False,"{'a': 0.85, 'e': 0.978651892349802}",25,0,-137.71513557703628,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
208,False,"{'a': 0.85, 'e': 0.9784458781847165}",20,0,-269.92825606478897,"{0: 5, 1: 3, 2: 6, 3: 2, 4: 4}",0
209,False,"{'a': 0.85, 'e': 0.9782388855738344}",20,0,-71.55099006867317,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
210,False,"{'a': 0.85, 'e': 0.9780309147241483}",30,0,-117.21592627667596,"{0: 20, 1: 0, 2: 8, 3: 1, 4: 1}",0
211,False,"{'a': 0.85, 'e': 0.9778219658436289}",25,11,-12.685994891154365,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.85, 'e': 0.9776120391412251}",25,0,-146.32950767821848,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
213,False,"{'a': 0.85, 'e': 0.9774011348268636}",20,0,-154.39884144879372,"{0: 8, 1: 1, 2: 8, 3: 2, 4: 1}",0
214,False,"{'a': 0.85, 'e': 0.9771892531114489}",20,0,-56.151382848078875,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
215,False,"{'a': 0.85, 'e': 0.9769763942068623}",20,3,-209.4107528632612,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 4}",1
216,False,"{'a': 0.85, 'e': 0.9767625583259631}",25,0,-131.7407178351067,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
217,False,"{'a': 0.85, 'e': 0.976547745682587}",25,0,-86.75477151852054,"{0: 17, 1: 1, 2: 3, 3: 4, 4: 0}",0
218,False,"{'a': 0.85, 'e': 0.9763319564915464}",35,0,-54.16027887362588,"{0: 27, 1: 2, 2: 5, 3: 1, 4: 0}",0
219,False,"{'a': 0.85, 'e': 0.9761151909686308}",20,0,-100.85967283011993,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
220,False,"{'a': 0.85, 'e': 0.9758974493306055}",30,0,-149.50413320058038,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
221,False,"{'a': 0.85, 'e': 0.9756787317952123}",30,15,-66.99534476223637,"{0: 8, 1: 0, 2: 6, 3: 1, 4: 0}",1
222,False,"{'a': 0.85, 'e': 0.9754590385811684}",25,0,-111.67915616931697,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
223,False,"{'a': 0.85, 'e': 0.9752383699081674}",20,11,10.202585400212145,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.85, 'e': 0.9750167259968777}",25,0,-72.14863759894098,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
225,False,"{'a': 0.85, 'e': 0.9747941070689433}",20,12,-4.465917809815316,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.85, 'e': 0.974570513346983}",20,1,-122.05788036924585,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 2}",1
227,False,"{'a': 0.85, 'e': 0.9743459450545906}",20,0,-66.22031067361938,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
228,False,"{'a': 0.85, 'e': 0.9741204024163344}",30,16,-47.0072970810556,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
229,False,"{'a': 0.85, 'e': 0.9738938856577568}",20,0,-40.35634111282321,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 0.85, 'e': 0.9736663950053749}",20,0,-41.71023477909999,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
231,False,"{'a': 0.85, 'e': 0.9734379306866789}",25,0,-122.34174371401522,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
232,False,"{'a': 0.85, 'e': 0.9732084929301336}",25,0,-84.2727862769537,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
233,False,"{'a': 0.85, 'e': 0.9729780819651762}",25,7,-60.48677052012609,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 2}",1
234,False,"{'a': 0.85, 'e': 0.9727466980222181}",20,0,-42.99058788733425,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
235,False,"{'a': 0.85, 'e': 0.972514341332643}",20,0,-40.593720264577385,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
236,False,"{'a': 0.85, 'e': 0.9722810121288076}",20,0,-37.09883464857139,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
237,False,"{'a': 0.85, 'e': 0.9720467106440411}",20,0,-138.67545180806493,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
238,False,"{'a': 0.85, 'e': 0.971811437112645}",25,0,-164.34065467733595,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
239,False,"{'a': 0.85, 'e': 0.9715751917698927}",25,0,-191.34932734043136,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
240,False,"{'a': 0.85, 'e': 0.9713379748520297}",20,0,-56.73916181807364,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
241,False,"{'a': 0.85, 'e': 0.9710997865962726}",20,0,-162.56286997513007,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
242,False,"{'a': 0.85, 'e': 0.97086062724081}",20,0,-223.59995347606704,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 5}",0
243,False,"{'a': 0.85, 'e': 0.970620497024801}",20,0,-113.72609687060661,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
244,False,"{'a': 0.85, 'e': 0.9703793961883759}",20,0,-161.71141030262893,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
245,False,"{'a': 0.85, 'e': 0.9701373249726354}",20,0,-99.88367607558867,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
246,False,"{'a': 0.85, 'e': 0.9698942836196508}",20,0,-60.79783833573703,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
247,False,"{'a': 0.85, 'e': 0.9696502723724634}",35,0,-103.92856458081194,"{0: 26, 1: 2, 2: 3, 3: 3, 4: 1}",0
248,False,"{'a': 0.85, 'e': 0.9694052914750845}",20,0,-51.00463813905859,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 0.85, 'e': 0.9691593411724948}",25,0,-165.39298259688366,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
250,False,"{'a': 0.85, 'e': 0.9689124217106447}",20,0,-189.23060626516397,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 3}",0
251,False,"{'a': 0.85, 'e': 0.9686645333364537}",20,0,-157.1923399481077,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
252,False,"{'a': 0.85, 'e': 0.9684156762978101}",20,0,-244.49037511424717,"{0: 6, 1: 6, 2: 2, 3: 2, 4: 4}",0
253,False,"{'a': 0.85, 'e': 0.9681658508435709}",20,0,-87.89471585392218,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
254,False,"{'a': 0.85, 'e': 0.9679150572235615}",20,0,-138.74905245074592,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
255,False,"{'a': 0.85, 'e': 0.9676632956885756}",25,0,-106.71541492279478,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
256,False,"{'a': 0.85, 'e': 0.9674105664903746}",25,0,-132.32700947214215,"{0: 18, 1: 2, 2: 0, 3: 3, 4: 2}",0
257,False,"{'a': 0.85, 'e': 0.9671568698816877}",25,0,-138.56138190213267,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
258,False,"{'a': 0.85, 'e': 0.9669022061162116}",20,0,-26.34063418435535,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
259,False,"{'a': 0.85, 'e': 0.9666465754486098}",25,0,-109.12590988358497,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
260,False,"{'a': 0.85, 'e': 0.9663899781345132}",25,20,6.7188665336153095,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.85, 'e': 0.966132414430519}",30,0,-90.53223381712505,"{0: 18, 1: 7, 2: 2, 3: 3, 4: 0}",0
262,False,"{'a': 0.85, 'e': 0.9658738845941909}",30,0,-153.9327796614814,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
263,False,"{'a': 0.85, 'e': 0.9656143888840587}",20,0,-88.55459391269827,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
264,False,"{'a': 0.85, 'e': 0.965353927559618}",20,0,-143.78019569303166,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
265,False,"{'a': 0.85, 'e': 0.9650925008813303}",30,0,-81.38962591789054,"{0: 19, 1: 5, 2: 4, 3: 2, 4: 0}",0
266,False,"{'a': 0.85, 'e': 0.9648301091106221}",20,0,-149.50377415541342,"{0: 7, 1: 5, 2: 5, 3: 2, 4: 1}",0
267,False,"{'a': 0.85, 'e': 0.9645667525098851}",20,0,-94.29558491763079,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
268,False,"{'a': 0.85, 'e': 0.9643024313424761}",35,0,-161.57100237682704,"{0: 19, 1: 5, 2: 8, 3: 2, 4: 1}",0
269,False,"{'a': 0.85, 'e': 0.964037145872716}",30,12,-26.574091638060125,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
270,False,"{'a': 0.85, 'e': 0.9637708963658905}",30,0,-163.8326532204994,"{0: 20, 1: 2, 2: 2, 3: 4, 4: 2}",0
271,False,"{'a': 0.85, 'e': 0.9635036830882489}",25,0,-73.69789900671934,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.85, 'e': 0.9632355063070045}",20,0,-116.53647097477267,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
273,False,"{'a': 0.85, 'e': 0.962966366290334}",30,0,-140.18172236416518,"{0: 14, 1: 4, 2: 10, 3: 2, 4: 0}",0
274,False,"{'a': 0.85, 'e': 0.9626962633073776}",30,5,-58.54157375730513,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",1
275,False,"{'a': 0.85, 'e': 0.962425197628238}",30,0,-151.19514902205736,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
276,False,"{'a': 0.85, 'e': 0.9621531695239809}",20,0,-38.620017806519115,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
277,False,"{'a': 0.85, 'e': 0.9618801792666346}",20,0,-109.39155776898963,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
278,False,"{'a': 0.85, 'e': 0.9616062271291891}",30,0,-184.14385724146257,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 4}",0
279,False,"{'a': 0.85, 'e': 0.9613313133855966}",25,0,-132.63977651099196,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
280,False,"{'a': 0.85, 'e': 0.9610554383107709}",20,0,-44.97531266289082,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
281,False,"{'a': 0.85, 'e': 0.960778602180587}",25,8,-73.74354127110288,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
282,False,"{'a': 0.85, 'e': 0.9605008052718809}",25,0,-181.5356849820346,"{0: 14, 1: 0, 2: 7, 3: 2, 4: 2}",0
283,False,"{'a': 0.85, 'e': 0.9602220478624496}",20,0,-110.90593398685522,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
284,False,"{'a': 0.85, 'e': 0.9599423302310505}",30,0,-247.57868282649122,"{0: 15, 1: 3, 2: 6, 3: 2, 4: 4}",0
285,False,"{'a': 0.85, 'e': 0.9596616526574011}",20,0,-87.18117700119461,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
286,False,"{'a': 0.85, 'e': 0.959380015422179}",20,0,-95.88394774068166,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
287,False,"{'a': 0.85, 'e': 0.9590974188070215}",25,0,-159.85735530235328,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
288,False,"{'a': 0.85, 'e': 0.9588138630945251}",20,0,-134.13517121449283,"{0: 8, 1: 1, 2: 10, 3: 0, 4: 1}",0
289,False,"{'a': 0.85, 'e': 0.9585293485682455}",20,0,-112.18036250152412,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
290,False,"{'a': 0.85, 'e': 0.9582438755126972}",25,0,-105.56589692053743,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
291,False,"{'a': 0.85, 'e': 0.9579574442133532}",20,0,-106.90793605815838,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
292,False,"{'a': 0.85, 'e': 0.9576700549566448}",25,0,-241.87235196029218,"{0: 12, 1: 4, 2: 3, 3: 2, 4: 4}",0
293,False,"{'a': 0.85, 'e': 0.9573817080299614}",20,8,-35.64369036902287,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.85, 'e': 0.9570924037216496}",25,0,-101.25027072405501,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
295,False,"{'a': 0.85, 'e': 0.9568021423210139}",25,0,-76.12008434446597,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
296,False,"{'a': 0.85, 'e': 0.9565109241183156}",30,0,-205.4023625939006,"{0: 14, 1: 4, 2: 8, 3: 2, 4: 2}",0
297,False,"{'a': 0.85, 'e': 0.9562187494047729}",20,0,-82.06939052559554,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
298,False,"{'a': 0.85, 'e': 0.9559256184725605}",35,16,-48.49938270949624,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
299,False,"{'a': 0.85, 'e': 0.9556315316148092}",25,0,-168.89144053873835,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
300,False,"{'a': 0.85, 'e': 0.955336489125606}",25,0,-109.28260017488684,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
301,False,"{'a': 0.85, 'e': 0.9550404912999932}",25,0,-155.37627870519802,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
302,False,"{'a': 0.85, 'e': 0.9547435384339689}",20,12,-36.03664574996501,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 0}",1
303,False,"{'a': 0.85, 'e': 0.9544456308244855}",20,0,-51.230181345102025,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
304,False,"{'a': 0.85, 'e': 0.9541467687694509}",20,0,-75.66374715216918,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
305,False,"{'a': 0.85, 'e': 0.9538469525677271}",25,0,-62.53703248511574,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
306,False,"{'a': 0.85, 'e': 0.9535461825191301}",35,0,-161.38599425994877,"{0: 24, 1: 2, 2: 4, 3: 3, 4: 2}",0
307,False,"{'a': 0.85, 'e': 0.9532444589244301}",25,0,-98.96181919419087,"{0: 14, 1: 0, 2: 10, 3: 1, 4: 0}",0
308,False,"{'a': 0.85, 'e': 0.9529417820853506}",30,0,-179.42377597686274,"{0: 16, 1: 4, 2: 6, 3: 2, 4: 2}",0
309,False,"{'a': 0.85, 'e': 0.9526381523045685}",20,0,-88.6344360091155,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
310,False,"{'a': 0.85, 'e': 0.9523335698857134}",20,0,-60.1834486972173,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
311,False,"{'a': 0.85, 'e': 0.9520280351333678}",20,0,-142.57337991937695,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
312,False,"{'a': 0.85, 'e': 0.9517215483530664}",25,0,-155.96419632416647,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
313,False,"{'a': 0.85, 'e': 0.9514141098512959}",30,0,-79.19960463887153,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
314,False,"{'a': 0.85, 'e': 0.951105719935495}",20,0,-167.29179005279715,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
315,False,"{'a': 0.85, 'e': 0.9507963789140532}",20,0,-50.686555049143905,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
316,False,"{'a': 0.85, 'e': 0.9504860870963119}",20,8,-103.09856040347148,"{0: 5, 1: 0, 2: 5, 3: 1, 4: 1}",1
317,False,"{'a': 0.85, 'e': 0.9501748447925626}",30,3,-190.70661994960506,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 4}",1
318,False,"{'a': 0.85, 'e': 0.9498626523140478}",25,0,-78.70056779073239,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
319,False,"{'a': 0.85, 'e': 0.9495495099729597}",30,0,-69.91517837658036,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
320,False,"{'a': 0.85, 'e': 0.9492354180824408}",30,2,-166.61312411609052,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 3}",1
321,False,"{'a': 0.85, 'e': 0.948920376956583}",20,0,-151.38772473831423,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
322,False,"{'a': 0.85, 'e': 0.9486043869104273}",20,0,-48.83360854326467,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
323,False,"{'a': 0.85, 'e': 0.9482874482599637}",20,0,-105.6947383744748,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
324,False,"{'a': 0.85, 'e': 0.9479695613221308}",25,0,-115.73381840673703,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
325,False,"{'a': 0.85, 'e': 0.9476507264148157}",20,0,-66.42139849593772,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
326,False,"{'a': 0.85, 'e': 0.9473309438568531}",25,0,-34.650586208883716,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
327,False,"{'a': 0.85, 'e': 0.9470102139680256}",20,0,-123.08325976933504,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
328,False,"{'a': 0.85, 'e': 0.9466885370690631}",20,0,-39.49222373795806,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
329,False,"{'a': 0.85, 'e': 0.9463659134816423}",20,0,-114.07201860544042,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
330,False,"{'a': 0.85, 'e': 0.946042343528387}",25,0,-99.77321931970704,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
331,False,"{'a': 0.85, 'e': 0.9457178275328669}",25,0,-189.97723846751057,"{0: 12, 1: 3, 2: 5, 3: 3, 4: 2}",0
332,False,"{'a': 0.85, 'e': 0.9453923658195982}",25,13,-1.2781666501252256,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.85, 'e': 0.9450659587140423}",20,0,-67.57825750479606,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
334,False,"{'a': 0.85, 'e': 0.9447386065426066}",20,0,-87.23661463453189,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
335,False,"{'a': 0.85, 'e': 0.944410309632643}",30,0,-126.32379810055573,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
336,False,"{'a': 0.85, 'e': 0.9440810683124485}",20,0,-26.2447341391332,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
337,False,"{'a': 0.85, 'e': 0.9437508829112643}",25,0,-79.82824155254914,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
338,False,"{'a': 0.85, 'e': 0.9434197537592759}",25,0,-48.98776128533916,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
339,False,"{'a': 0.85, 'e': 0.9430876811876123}",25,6,-32.81529353767521,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
340,False,"{'a': 0.85, 'e': 0.9427546655283462}",30,0,-166.09450885713898,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
341,False,"{'a': 0.85, 'e': 0.9424207071144931}",20,1,-64.41457788037604,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 0}",1
342,False,"{'a': 0.85, 'e': 0.9420858062800114}",25,7,-57.29022367017019,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 1}",1
343,False,"{'a': 0.85, 'e': 0.9417499633598019}",20,0,-32.46850316581946,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
344,False,"{'a': 0.85, 'e': 0.9414131786897075}",25,0,-74.04689642295959,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
345,False,"{'a': 0.85, 'e': 0.941075452606513}",20,0,-108.79122097851268,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
346,False,"{'a': 0.85, 'e': 0.9407367854479443}",20,0,-36.52803683890008,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
347,False,"{'a': 0.85, 'e': 0.9403971775526684}",20,0,-47.03685753681641,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
348,False,"{'a': 0.85, 'e': 0.9400566292602934}",25,0,-196.59065820257854,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
349,False,"{'a': 0.85, 'e': 0.9397151409113674}",30,0,-89.22685881782992,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
350,False,"{'a': 0.85, 'e': 0.9393727128473789}",20,0,-185.64595238653612,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
351,False,"{'a': 0.85, 'e': 0.9390293454107558}",20,0,-160.86350024081304,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
352,False,"{'a': 0.85, 'e': 0.9386850389448655}",25,0,-203.0877849034935,"{0: 12, 1: 6, 2: 3, 3: 0, 4: 4}",0
353,False,"{'a': 0.85, 'e': 0.9383397937940146}",20,0,-135.7892352981464,"{0: 9, 1: 5, 2: 2, 3: 3, 4: 1}",0
354,False,"{'a': 0.85, 'e': 0.937993610303448}",25,0,-103.24020389473525,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
355,False,"{'a': 0.85, 'e': 0.9376464888193493}",20,0,-37.1340029265038,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
356,False,"{'a': 0.85, 'e': 0.9372984296888399}",30,0,-91.16438033636167,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
357,False,"{'a': 0.85, 'e': 0.9369494332599789}",30,0,-77.14876155650691,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 0}",0
358,False,"{'a': 0.85, 'e': 0.9365994998817627}",30,0,-127.2715891407544,"{0: 18, 1: 2, 2: 7, 3: 3, 4: 0}",0
359,False,"{'a': 0.85, 'e': 0.9362486299041247}",35,0,-113.98684250004293,"{0: 23, 1: 1, 2: 8, 3: 3, 4: 0}",0
360,False,"{'a': 0.85, 'e': 0.9358968236779348}",20,0,-107.04536499647693,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
